jp_nama,formasi_nm,jabatan_nm,lokasi_nm,jumlah_formasi,ins_nm,gaji_max,gaji_min,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Pembangunan Jembatan | Subdirektorat Perencanaan Teknis Pembangunan Jembatan,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Sumber Daya Air | Balai Wilayah Sungai Sulawesi IV Kendari | SUBBAGIAN UMUM DAN TATA USAHA,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah D.I. Yogyakarta,2,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Maluku | Subbagian Umum dan Tata Usaha,3,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Sekretariat Direktorat Jenderal Cipta Karya | Bagian Keuangan,7,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,Pengelolaan Barang Milik Negara dan Barang Persediaan Bencana,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Maluku Utara | Subbagian Umum dan Tata Usaha,2,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Konstruksi | Balai Jasa Konstruksi Wilayah VII Jayapura | Subbagian Umum dan Tata Usaha,2,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Aceh | Subbagian Umum dan Tata Usaha,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Konstruksi | Balai Jasa Konstruksi Wilayah III Jakarta | Subbagian Umum dan Tata Usaha,2,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Balai Pelaksana Penyediaan Perumahan Kalimantan I | Subbagian Umum dan Tata Usaha,16,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Konstruksi | Direktorat Kelembagaan dan Sumber Daya Konstruksi | Subbagian Tata Usaha,2,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Besar Pelaksanaan Jalan Nasional Jawa Tengah - D.I .Yogyakarta | Bagian Umum Dan Tata Usaha,8,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Sumber Daya Air | Sekretariat Dewan Sumber Daya Air Nasional | Bagian Tata Usaha | SUBBAGIAN UMUM DAN KEUANGAN,2,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah D.I. Yogyakarta | Subbagian Umum dan Tata Usaha,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Jambi,3,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Kepulauan Riau | Subbagian Umum dan Tata Usaha,4,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Sumber Daya Air | Direktorat Air Tanah dan Air Baku | Subbagian Tata Usaha,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Sains Bangunan | Subbagian Umum dan Tata Usaha,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Sumber Daya Air | Balai Wilayah Sungai Bali Penida | SUBBAGIAN UMUM DAN TATA USAHA,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Konstruksi | Balai Pelaksana Pemilihan Jasa Konstruksi Wilayah Gorontalo,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Kepatuhan Intern | Subbagian Tata Usaha,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Pembangunan Jembatan | Subbagian Tata Usaha,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Sumber Daya Air | Balai Wilayah Sungai Sumatera I Banda Aceh | SUBBAGIAN UMUM DAN TATA USAHA,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Direktorat Rumah Swadaya | Subbagian Tata Usaha,5,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Jawa Tengah,5,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Sumatera Selatan | Subbagian Umum dan Tata Usaha,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Kawasan Permukiman dan Perumahan | Subbagian Umum dan Tata Usaha,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Sekretariat Jenderal | Biro Komunikasi Publik | SUBBAGIAN TATA USAHA,2,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Pembangunan Jalan | SUBBAGIAN TATA USAHA,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Kalimantan Timur | Subbagian Umum dan Tata Usaha,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Papua Barat,2,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Sumber Daya Air | Balai Wilayah Sungai Kalimantan II Palangkaraya | SUBBAGIAN UMUM DAN TATA USAHA,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Sekretariat Direktorat Jenderal Bina Marga | Bagian Keuangan,10,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,Pengelolaan Barang Milik Negara dan Barang Persediaan Bencana,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Sumber Daya Air | Balai Wilayah Sungai Sumatera V Padang | SUBBAGIAN UMUM DAN TATA USAHA,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Banten | Subbagian Umum dan Tata Usaha,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Balai Pelaksana Penyediaan Perumahan Jawa IV | Subbagian Umum dan Tata Usaha,15,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Kalimantan Selatan | Subbagian Umum dan Tata Usaha,4,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Direktorat Sanitasi | Subbagian Tata Usaha,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Konstruksi | Sekretariat Lembaga Pengembangan Jasa Konstruksi | Bagian Administrasi,2,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Konstruksi | Balai Pelaksana Pemilihan Jasa Konstruksi Wilayah Aceh,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Kalimantan Tengah | Subbagian Umum dan Tata Usaha,2,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Sumber Daya Air | Balai Wilayah Sungai Kalimantan IV Samarinda | SUBBAGIAN UMUM DAN TATA USAHA,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Nusa Tenggara Barat,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Konstruksi | Balai Pelaksana Pemilihan Jasa Konstruksi Wilayah Jambi,2,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Sulawesi Tenggara,2,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Jawa Barat | Subbagian Umum dan Tata Usaha,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Konstruksi | Balai Pelaksana Pemilihan Jasa Konstruksi Wilayah Papua Barat,3,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Papua,10,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Pembiayaan Infrastruktur Pekerjaan Umum dan Perumahan | Sekretariat Direktorat Jenderal Pembiayaan Infrastruktur Pekerjaan Umum dan Perumahan | Bagian Perencanaan,3,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,Program,dan Keuangan,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Sumber Daya Air | Balai Besar Wilayah Sungai Brantas | BAGIAN UMUM DAN TATA USAHA,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Maluku,3,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Sulawesi Tengah,3,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Sumber Daya Air | Balai Wilayah Sungai Kalimantan III Banjarmasin | SUBBAGIAN UMUM DAN TATA USAHA,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Konstruksi | Balai Pelaksana Pemilihan Jasa Konstruksi Wilayah Nusa Tenggara Barat,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Balai Pelaksana Penyediaan Perumahan Sumatera V | Subbagian Umum dan Tata Usaha,14,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Sumber Daya Air | Balai Besar Wilayah Sungai Pompengan Jeneberang | BAGIAN UMUM DAN TATA USAHA,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Bangka Belitung | Subbagian Umum dan Tata Usaha,4,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Konstruksi | Balai Pelaksana Pemilihan Jasa Konstruksi Wilayah Sulawesi Utara,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Konstruksi | Balai Pelaksana Pemilihan Jasa Konstruksi Wilayah Sumatera Utara,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Sumber Daya Air | Direktorat Sistem dan Strategi Pengelolaan Sumber Daya Air | Subbagian Tata Usaha,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Konstruksi | Direktorat Pengembangan Jasa Konstruksi | Subbagian Tata Usaha,2,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Direktorat Bina Teknik Permukiman dan Perumahan | Subbagian Tata Usaha,3,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Balai Pelaksana Penyediaan Perumahan Jawa III | Subbagian Umum dan Tata Usaha,15,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Aceh | Subbagian Umum dan Tata Usaha,4,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Jawa Timur | Subbagian Umum dan Tata Usaha,3,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Gorontalo,4,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Konstruksi | Balai Pelaksana Pemilihan Jasa Konstruksi Wilayah Papua,3,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Direktorat Kepatuhan Intern | Subbagian Tata Usaha,3,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Sumber Daya Air | Balai Wilayah Sungai Nusa Tenggara II Kupang | SUBBAGIAN UMUM DAN TATA USAHA,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Besar Pelaksanaan Jalan Nasional Jawa Timur-Bali | Bagian Umum dan Tata Usaha,8,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Bangka Belitung | Subbagian Umum dan Tata Usaha,1,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
CPNS,UMUM,ANALIS PENGELOLAAN KEUANGAN APBN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Konstruksi | Balai Pelaksana Pemilihan Jasa Konstruksi Wilayah Kalimantan Barat,2,Kementerian Pekerjaan Umum dan Perumahan Rakyat,10300000,9700000,,,,,,,,,,
