formasi_id,jp_nama,formasi_nm,jabatan_nm,lokasi_nm,lokasi_nm,jumlah_formasi,disable,gaji_min,gaji_max
7250ceba-249a-4bb4-857e-e5498adb6a8b,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK KURULU | SEKSI PEMBERDAYAAN MASYARAKAT,Kabupaten Jayawijaya | DISTRIK KURULU | SEKSI PEMBERDAYAAN MASYARAKAT,2,1,2900000,6500000
75180681-1dad-4d14-8b5b-e848d8939dac,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WALELAGAMA | SEKRETARIAT DISTRIK WALELAGAMA | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK WALELAGAMA | SEKRETARIAT DISTRIK WALELAGAMA | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
7bec265e-b22c-4619-961d-4223f0f97045,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK TRIKORA | SEKRETARIAT | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK TRIKORA | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
7eff2b8d-819e-407f-b16c-fd2f08626a9c,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK TAGINERI | SEKRETARIAT | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK TAGINERI | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
80559a6e-419f-4fb9-a3b9-5ec1cff66776,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK ASOLOKOBAL | SEKSI PELAYANAN UMUM,Kabupaten Jayawijaya | DISTRIK ASOLOKOBAL | SEKSI PELAYANAN UMUM,2,1,2900000,6500000
816209f8-ea32-4826-b701-0d8c8228cd3b,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WESAPUT | SEKRETARIAT | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK WESAPUT | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
85c2636e-c8ff-4a07-a7ec-46ed37bebde8,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WELESI | SEKSI PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WELESI | SEKSI PEMERINTAHAN,2,1,2900000,6500000
8900633d-9d98-4ead-8ce1-4a676b4a5ba7,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK ASOLOGAIMA | SEKRETARIAT DISTRIK ASOLOGAIMA | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK ASOLOGAIMA | SEKRETARIAT DISTRIK ASOLOGAIMA | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
89897dfe-41ec-4173-9e56-fab006c859ba,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WITA WAYA | SEKSI PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WITA WAYA | SEKSI PEMERINTAHAN,2,1,2900000,6500000
89a6bb6b-1620-4ed5-9f71-e2e43900aa2b,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK SILOKARNO DOGA | SEKRETARIAT | SEKSI PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK SILOKARNO DOGA | SEKRETARIAT | SEKSI PEMERINTAHAN,2,1,2900000,6500000
8af14694-27a3-4d76-8e47-84b9c01915c4,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK YALENGGA | SEKSI PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK YALENGGA | SEKSI PEMERINTAHAN,2,1,2900000,6500000
8c0ccf99-001d-4d54-9bc0-71db1f825a93,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK MULIAMA | SEKRETARIAT | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK MULIAMA | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
8e529c23-f467-44e0-96a2-91fc3bd39137,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK PELEBAGA | SEKSI PELAYANAN UMUM,Kabupaten Jayawijaya | DISTRIK PELEBAGA | SEKSI PELAYANAN UMUM,2,1,2900000,6500000
93ec769d-5834-4592-85dd-73df42bcd1f6,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK IBELE | DISTRIK IBELE | SEKRETARIAT DISTRIK IBELE | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK IBELE | DISTRIK IBELE | SEKRETARIAT DISTRIK IBELE | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
952b0617-0d29-48ea-b252-2c8d424d3c23,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK MAIMA | SEKSI PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK MAIMA | SEKSI PEMERINTAHAN,2,1,2900000,6500000
969e8f60-0333-442f-85a8-80a5b144b507,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK POPUGOBA | SEKSI PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK POPUGOBA | SEKSI PEMERINTAHAN,2,1,2900000,6500000
999f03a2-354d-46f7-9463-97b2c54d3397,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK LIBAREK | SEKSI PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK LIBAREK | SEKSI PEMERINTAHAN,2,1,2900000,6500000
9a5e31a4-7ec7-4b83-aa25-55673cdeac89,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK TAILAREK | SEKSI PELAYANAN UMUM,Kabupaten Jayawijaya | DISTRIK TAILAREK | SEKSI PELAYANAN UMUM,2,1,2900000,6500000
9e12bea4-f52f-42a2-886f-0746a5009fa9,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | KELURAHAN WAMENA KOTA | SEKSI PEMERINTAHAN DAN PELAYANAN UMUM,Kabupaten Jayawijaya | KELURAHAN WAMENA KOTA | SEKSI PEMERINTAHAN DAN PELAYANAN UMUM,2,1,2900000,6500000
9fb1b0ce-2e96-460c-bde1-cb8c894c3146,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK MAIMA | SEKRETARIAT | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK MAIMA | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
ab400634-9ee8-42c2-bff7-5f6499746761,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK SIEPKOSI | SEKSI PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK SIEPKOSI | SEKSI PEMERINTAHAN,2,1,2900000,6500000
aca120b3-857b-47e6-8fa5-296f88b35aff,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | KELURAHAN SINAPUK | SEKSI PEMBERDAYAAN MASYARAKAT,Kabupaten Jayawijaya | KELURAHAN SINAPUK | SEKSI PEMBERDAYAAN MASYARAKAT,2,1,2900000,6500000
b596204f-4b80-4060-9691-7d72c6e11eca,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK KORAGI | SEKRETARIAT | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK KORAGI | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
b846ce80-e6e2-4bb3-9797-cda61aca56cb,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK BUGI | SEKRETARIAT DISTRIK BUGI | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK BUGI | SEKRETARIAT DISTRIK BUGI | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
be548bc8-c746-4f76-840a-941aff6baf84,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK TAGINERI | SEKSI KETENTRAMAN & KETERTIBAN,Kabupaten Jayawijaya | DISTRIK TAGINERI | SEKSI KETENTRAMAN & KETERTIBAN,2,1,2900000,6500000
bed69d5a-0dd1-479b-a287-c53c1a1fbda6,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK MOLAGALOME | SEKSI PELAYANAN UMUM,Kabupaten Jayawijaya | DISTRIK MOLAGALOME | SEKSI PELAYANAN UMUM,2,1,2900000,6500000
c1970ca3-d356-40db-8f1a-4819cb480962,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK ASOTIPO | SEKSI PELAYANAN UMUM,Kabupaten Jayawijaya | DISTRIK ASOTIPO | SEKSI PELAYANAN UMUM,2,1,2900000,6500000
c32a1bb0-b6e9-4424-aa08-d3b3fb288578,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WADLANGKU | SEKSI PELAYANAN UMUM,Kabupaten Jayawijaya | DISTRIK WADLANGKU | SEKSI PELAYANAN UMUM,2,1,2900000,6500000
c47a4235-b464-48b9-8573-7c3c7484be21,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK ASOTIPO | SEKRETARIAT DISTRIK ASOTIPO | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK ASOTIPO | SEKRETARIAT DISTRIK ASOTIPO | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
c4facb50-70fe-4a48-ac58-f03afa01629a,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WOUMA | SEKRETARIAT DISTRIK WOUMA | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK WOUMA | SEKRETARIAT DISTRIK WOUMA | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
c6bab8f1-164f-411c-875d-80e23dca4d91,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK PISUGI | SEKRETARIAT | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK PISUGI | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
c74bc361-f912-434e-90e3-955e3d5dd894,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK BIPIRI | SEKRETARIAT | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK BIPIRI | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
cba0a468-caf1-4e7d-8928-020ad7476d00,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK MUSATFAK | SEKRETARIAT DISTRIK MUSATFAK | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK MUSATFAK | SEKRETARIAT DISTRIK MUSATFAK | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
cd75ab20-30a6-408d-b6f6-ed70911687b2,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DINAS KESEHATAN | PUSKESMAS WAMENA KOTA,Kabupaten Jayawijaya | DINAS KESEHATAN | PUSKESMAS WAMENA KOTA,2,1,2900000,6500000
d1769f38-34e1-4232-8971-187b7feb4efb,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK  HUBIKOSI | SEKRETARIAT DISTRIK HUBIKOSI | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK  HUBIKOSI | SEKRETARIAT DISTRIK HUBIKOSI | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
d77a3e82-8dbf-4942-b1c2-ce8e233a8987,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK TAILAREK | Sekretariat Distrik | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK TAILAREK | Sekretariat Distrik | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
d8473782-a116-44a0-a679-adafab709958,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK NAPUA | DISTRIK  NAPUA | SEKRETARIAT | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK NAPUA | DISTRIK  NAPUA | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
d8564e34-f4a2-46bc-b162-12409aaf9f4d,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK PYRAMID | SEKRETARIAT DISTRIK PYRAMID | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK PYRAMID | SEKRETARIAT DISTRIK PYRAMID | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
dcf77645-8c53-4d15-884f-8556c049595a,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK KURULU | SEKSI PELAYANAN UMUM,Kabupaten Jayawijaya | DISTRIK KURULU | SEKSI PELAYANAN UMUM,2,1,2900000,6500000
df27f447-2371-4cff-8ca5-2046ff00fb59,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK POPUGOBA | SEKSI PELAYANAN UMUM,Kabupaten Jayawijaya | DISTRIK POPUGOBA | SEKSI PELAYANAN UMUM,2,1,2900000,6500000
e335840b-5c8b-45ad-b17a-997e1f7ae9c2,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK MUSATFAK | SEKSI PELAYANAN UMUM,Kabupaten Jayawijaya | DISTRIK MUSATFAK | SEKSI PELAYANAN UMUM,2,1,2900000,6500000
e5fe897e-c241-465f-bd57-fff7b6276786,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK ITLAY HISAGE | SEKRETARIAT | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK ITLAY HISAGE | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
e65a03c5-1a9b-4ea3-9617-1a5827eec559,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK NAPUA | SEKSI PELAYANAN UMUM,Kabupaten Jayawijaya | DISTRIK NAPUA | SEKSI PELAYANAN UMUM,2,1,2900000,6500000
ea446192-1834-493f-8a3c-247b5aa7f639,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK  HUBIKOSI | SEKSI PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK  HUBIKOSI | SEKSI PEMERINTAHAN,2,1,2900000,6500000
eb1ef046-8fbd-47e5-8562-e0a5a141f474,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK IBELE | SEKSI PEMBERDAYAAN MASYARAKAT DISTRIK IBELE,Kabupaten Jayawijaya | DISTRIK IBELE | SEKSI PEMBERDAYAAN MASYARAKAT DISTRIK IBELE,2,1,2900000,6500000
ec59bd7e-e1bc-46dd-8567-6673d4fc0e8c,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK MAIMA | SEKSI PELAYANAN UMUM,Kabupaten Jayawijaya | DISTRIK MAIMA | SEKSI PELAYANAN UMUM,2,1,2900000,6500000
ed443f1e-bf3a-4452-9111-42054a73225c,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK MULIAMA | SEKSI PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK MULIAMA | SEKSI PEMERINTAHAN,2,1,2900000,6500000
7658c42f-9018-4a1b-9939-fdff3f1c0437,CPNS,UMUM (NON OAP),AUDITOR AHLI PERTAMA,PEMERINTAH KABUPATEN KAIMANA | INSPEKTORAT,PEMERINTAH KABUPATEN KAIMANA | INSPEKTORAT,2,0,2500000,2800000
ee0439ed-8114-47cd-9eb3-a8a3ed67d2cd,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WAMENA | SEKRETARIAT DISTRIK WAMENA | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK WAMENA | SEKRETARIAT DISTRIK WAMENA | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
f21c2916-60dc-4838-94cc-8c0103e422ff,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WALELAGAMA | SEKSI PELAYANAN UMUM,Kabupaten Jayawijaya | DISTRIK WALELAGAMA | SEKSI PELAYANAN UMUM,2,1,2900000,6500000
f84767b4-3b50-4629-91cf-aeeb8d481781,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK TRIKORA | SEKSI PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK TRIKORA | SEKSI PEMERINTAHAN,2,1,2900000,6500000
f91efa63-29dc-4a35-87a0-8c15a259aad7,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK ASOLOKOBAL | SEKRETARIAT DISTRIK ASOLOKOBAL | SUB BAGIAN KEUANGAN,Kabupaten Jayawijaya | DISTRIK ASOLOKOBAL | SEKRETARIAT DISTRIK ASOLOKOBAL | SUB BAGIAN KEUANGAN,2,1,2900000,6500000
ff3882ae-1289-450a-8daf-ed6c847e7f8a,CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WESAPUT | SEKSI PEMBERDAYAAN MASYARAKAT,Kabupaten Jayawijaya | DISTRIK WESAPUT | SEKSI PEMBERDAYAAN MASYARAKAT,2,1,2900000,6500000
20f876dc-8174-4049-937c-833c4c90c0a6,CPNS,UMUM,AUDITOR AHLI PERTAMA,"Pemerintah Kabupaten Karanganyar | INSPEKTORAT DAERAH | INSPEKTUR PEMBANTU WILAYAH III BIDANG PEREKONOMIAN, PEMBANGUNAN DAN LINGKUNGAN HIDUP","Pemerintah Kabupaten Karanganyar | INSPEKTORAT DAERAH | INSPEKTUR PEMBANTU WILAYAH III BIDANG PEREKONOMIAN, PEMBANGUNAN DAN LINGKUNGAN HIDUP",2,1,2500000,3000000
7ea69da4-8c39-45ac-bb27-f8a693dd7bf8,CPNS,UMUM,ARSIPARIS AHLI PERTAMA,Pemerintah Kabupaten Karawang | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM | BAGIAN UMUM,Pemerintah Kabupaten Karawang | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM | BAGIAN UMUM,2,1,3000000,3800000
9baa73c9-7e39-4622-a49e-4df417a659d6,CPNS,UMUM,PENATA PERIZINAN AHLI PERTAMA,PEMERINTAH KAB. KARIMUN | DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU | TIM KERJA PENGADUAN DAN KEBIJAKAN LAYANAN,PEMERINTAH KAB. KARIMUN | DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU | TIM KERJA PENGADUAN DAN KEBIJAKAN LAYANAN,2,1,2228560,4326186
d4a136a5-3fd5-40ea-81ec-f37e19868510,CPNS,UMUM,PENYULUH SOSIAL AHLI PERTAMA,PEMERINTAH KABUPATEN KAUR | DINAS SOSIAL,PEMERINTAH KABUPATEN KAUR | DINAS SOSIAL,2,1,2785700,5000000
0fd8d972-de6f-447a-92a3-46623ad2c11d,CPNS,UMUM,ANALIS PEMANFAATAN ILMU PENGETAHUAN DAN TEKNOLOGI AHLI PERTAMA,"Pemerintah Kabupaten Kebumen | Badan Perencanaan Pembangunan, Riset dan Inovasi Daerah | Bidang Riset dan Inovasi Daerah","Pemerintah Kabupaten Kebumen | Badan Perencanaan Pembangunan, Riset dan Inovasi Daerah | Bidang Riset dan Inovasi Daerah",2,0,2228560,3208235
d6d7ac04-10bc-4a00-92e6-d8ed08877718,CPNS,UMUM,AUDITOR AHLI PERTAMA,Pemerintah Kabupaten Kebumen | Inspektorat Daerah | Inspektur Pembantu Bidang Reformasi Birokrasi,Pemerintah Kabupaten Kebumen | Inspektorat Daerah | Inspektur Pembantu Bidang Reformasi Birokrasi,2,0,2228560,3208235
077826b6-6c15-483b-8595-84716ec198ef,CPNS,UMUM,PENATA KELOLA PENANAMAN MODAL AHLI PERTAMA,Pemerintah Kabupaten Kebumen | Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu,Pemerintah Kabupaten Kebumen | Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu,2,0,2228560,3208235
68cf8a27-1609-43b4-83e5-b9432cebb9d4,CPNS,UMUM (NON OAP),PENATA KELOLA PENANAMAN MODAL AHLI PERTAMA,Pemerintah Kabupaten Keerom | Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu | Bidang Penanaman Modal | Seksi Promosi Penanaman Modal,Pemerintah Kabupaten Keerom | Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu | Bidang Penanaman Modal | Seksi Promosi Penanaman Modal,2,1,2500000,3500000
d311bcc3-3e17-4f90-b345-a8e4c7b8a30f,CPNS,UMUM (NON OAP),PERENCANA AHLI PERTAMA,"Pemerintah Kabupaten Keerom | BADAN PENDAPATAN DAERAH | BIDANG PERENCANAAN DAN PENGEMBANGAN PENDAPATAN DAERAH | SUB BIDANG PERENCANAAN DAN PENGEMBANGAN PBB, BPHTB, PAJAK, DAN RETRIBUSI","Pemerintah Kabupaten Keerom | BADAN PENDAPATAN DAERAH | BIDANG PERENCANAAN DAN PENGEMBANGAN PENDAPATAN DAERAH | SUB BIDANG PERENCANAAN DAN PENGEMBANGAN PBB, BPHTB, PAJAK, DAN RETRIBUSI",2,1,2500000,3500000
1ddf14c0-7ad0-4da4-90f3-5adc438500e5,CPNS,UMUM,FASILITATOR PEMERINTAHAN,PEMERINTAH KABUPATEN KENDAL | SEKRETARIAT DAERAH KABUPATEN KENDAL | ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT | BAGIAN PEMERINTAHAN,PEMERINTAH KABUPATEN KENDAL | SEKRETARIAT DAERAH KABUPATEN KENDAL | ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT | BAGIAN PEMERINTAHAN,2,1,3000000,3700000
37c025aa-247d-45f1-8665-19ae2d181e81,CPNS,UMUM,FASILITATOR PEMERINTAHAN,PEMERINTAH KABUPATEN KENDAL | DINAS KELAUTAN DAN PERIKANAN | SEKRETARIAT,PEMERINTAH KABUPATEN KENDAL | DINAS KELAUTAN DAN PERIKANAN | SEKRETARIAT,2,1,3000000,3700000
5604ca66-e50e-40af-aac6-ad7fabb47877,CPNS,UMUM,FASILITATOR PEMERINTAHAN,PEMERINTAH KABUPATEN KENDAL | Inspektorat Daerah | SEKRETARIAT,PEMERINTAH KABUPATEN KENDAL | Inspektorat Daerah | SEKRETARIAT,2,1,3000000,3700000
60117aaf-b704-4c02-9ff8-a382e301dfe7,CPNS,UMUM,FASILITATOR PEMERINTAHAN,PEMERINTAH KABUPATEN KENDAL | DINAS KEARSIPAN DAN PERPUSTAKAAN | SEKRETARIAT,PEMERINTAH KABUPATEN KENDAL | DINAS KEARSIPAN DAN PERPUSTAKAAN | SEKRETARIAT,2,1,3000000,3700000
73e3ee0d-85d9-4f6a-8101-50190b9696a0,CPNS,UMUM,FASILITATOR PEMERINTAHAN,PEMERINTAH KABUPATEN KENDAL | DINAS PEMBERDAYAAN MASYARAKAT DAN DESA | BIDANG PEMERINTAHAN DESA,PEMERINTAH KABUPATEN KENDAL | DINAS PEMBERDAYAAN MASYARAKAT DAN DESA | BIDANG PEMERINTAHAN DESA,2,1,3000000,3700000
bdc92eae-dc93-4358-aad9-8e6f4b4754cb,CPNS,UMUM,FASILITATOR PEMERINTAHAN,"PEMERINTAH KABUPATEN KENDAL | BADAN KEPEGAWAIAN, PENDIDIKAN DAN PELATIHAN | BIDANG PEMBINAAN, KESEJAHTERAAN, DAN DATA PEGAWAI","PEMERINTAH KABUPATEN KENDAL | BADAN KEPEGAWAIAN, PENDIDIKAN DAN PELATIHAN | BIDANG PEMBINAAN, KESEJAHTERAAN, DAN DATA PEGAWAI",2,1,3000000,3700000
cca5e460-f2a7-4417-9edc-30cf2359bb35,CPNS,UMUM,FASILITATOR PEMERINTAHAN,PEMERINTAH KABUPATEN KENDAL | BADAN KESATUAN BANGSA DAN POLITIK | BIDANG KEWASPADAAN NASIONAL DAN PENANGANAN KONFLIK,PEMERINTAH KABUPATEN KENDAL | BADAN KESATUAN BANGSA DAN POLITIK | BIDANG KEWASPADAAN NASIONAL DAN PENANGANAN KONFLIK,2,1,3000000,3700000
dbf22149-c454-4c3d-8354-61bb45ffca6a,CPNS,UMUM,FASILITATOR PEMERINTAHAN,"PEMERINTAH KABUPATEN KENDAL | DINAS KEPEMUDAAN, OLAHRAGA DAN PARIWISATA | SEKRETARIAT","PEMERINTAH KABUPATEN KENDAL | DINAS KEPEMUDAAN, OLAHRAGA DAN PARIWISATA | SEKRETARIAT",2,1,3000000,3700000
e96c4c5f-200c-4fac-8407-e341c403f386,CPNS,UMUM,FASILITATOR PEMERINTAHAN,PEMERINTAH KABUPATEN KENDAL | SEKRETARIAT DAERAH KABUPATEN KENDAL | ASISTEN ADMINISTRASI UMUM | BAGIAN PROTOKOL DAN KOMUNIKASI PIMPINAN | SUBBAGIAN KOMUNIKASI DAN DOKUMENTASI PIMPINAN,PEMERINTAH KABUPATEN KENDAL | SEKRETARIAT DAERAH KABUPATEN KENDAL | ASISTEN ADMINISTRASI UMUM | BAGIAN PROTOKOL DAN KOMUNIKASI PIMPINAN | SUBBAGIAN KOMUNIKASI DAN DOKUMENTASI PIMPINAN,2,1,3000000,3700000
